date,seconds,symbol,open_interest,year_to_expiration,is_call,strike_price,prev_close,prev_volume,trade_price,trade_qty,volume,bid,bidqty,ask,askqty,u_trade_px,u_trade_qty,u_volume,u_bid,u_bidqty,u_ask,u_askqty,u_sigma
20250106,16.318,VALEM515,348300,0.03,0,49.36,0.1,110200,0.12,100,100,0.11,1100,0.13,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,17.504,VALEB595,357400,0.13,1,57.36,0.48,306800,0.55,2000,15700,0.5,200,1.18,1900,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,17.865,VALEA565,886300,0.03,1,54.36,0.35,2760400,0.57,1400,3100,0.25,500,0.58,100,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,19.62,VALEM494,213600,0.03,0,49.11,0.09,115800,0.1,3600,18100,0.03,3900,0.16,4600,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,20.134,VALEM493,201200,0.03,0,47.11,0.03,14500,0.17,100,100,0.01,3400,0.17,200,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,24.109,VALEM494,213600,0.03,0,49.11,0.09,115800,0.1,2800,20900,0.1,900,0.16,4600,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,25.134,VALEM515,348300,0.03,0,49.36,0.1,110200,0.12,100,200,0.1,1400,0.13,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,26.483,VALEB605,360000,0.13,1,58.36,0.35,343500,0.8,600,600,0.2,2000,0.85,200,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,27.108,VALEA565,886300,0.03,1,54.36,0.35,2760400,0.58,1400,4500,0.25,500,0.59,100,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,27.26,VALEM495,420900,0.03,0,47.36,0.04,63200,0.17,100,100,0.17,0,0.24,50000,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,27.754,VALEM493,201200,0.03,0,47.11,0.03,14500,0.16,100,200,0.01,3400,0.23,50000,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,28.273,VALEA565,886300,0.03,1,54.36,0.35,2760400,0.59,100,4600,0.58,3600,0.62,1300,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,30.454,VALEM575,12027600,0.03,0,55.36,2.75,3652400,1.82,1000,1000,1.35,100,0,0,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,31.484,VALEM515,348300,0.03,0,49.36,0.1,110200,0.12,100,300,0.1,1400,0.13,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,31.649,VALEM595,1693000,0.03,0,57.36,4.69,108800,3.7,100,100,3.64,100,4.3,100,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,33.222,VALEM494,213600,0.03,0,49.11,0.09,115800,0.1,3100,24000,0.09,3600,0.16,4600,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,36.248,VALEA565,886300,0.03,1,54.36,0.35,2760400,0.6,1400,6000,0.26,500,0.8,4800,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,37.801,VALEM494,213600,0.03,0,49.11,0.09,115800,0.1,3700,27700,0.09,3100,0.16,4600,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,40.254,VALEM515,348300,0.03,0,49.36,0.1,110200,0.12,100,400,0.1,1400,0.13,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,40.992,VALEB585,603200,0.13,1,56.36,0.67,596000,0.63,7500,7500,0.52,300,0.63,300,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,42.198,VALEM494,213600,0.03,0,49.11,0.09,115800,0.1,3300,31000,0.03,3900,0.16,4600,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,48.653,VALEM494,213600,0.03,0,49.11,0.09,115800,0.1,100,31100,0.03,3900,0.1,18100,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,49.057,VALEA565,886300,0.03,1,54.36,0.35,2760400,0.6,200,6200,0.04,100,0.6,1700,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,50.063,VALEM510,632500,0.03,0,48.86,0.08,249900,0.1,100,100,0.03,500,0.1,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,50.301,VALEM494,213600,0.03,0,49.11,0.09,115800,0.1,100,31200,0.03,3900,0.1,18000,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,52.007,VALEM510,632500,0.03,0,48.86,0.08,249900,0.1,100,200,0.03,500,0.1,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,52.372,VALEA565,886300,0.03,1,54.36,0.35,2760400,0.6,1300,7500,0.27,500,0.61,1800,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,52.495,VALEM494,213600,0.03,0,49.11,0.09,115800,0.1,100,31300,0.03,3900,0.1,17900,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,54.927,VALEM510,632500,0.03,0,48.86,0.08,249900,0.1,100,300,0.03,500,0.1,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,55.654,VALEM494,213600,0.03,0,49.11,0.09,115800,0.09,3700,35000,0.03,3000,0.16,4600,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,56.887,VALEM515,348300,0.03,0,49.36,0.1,110200,0.12,100,500,0.11,1300,0.13,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,61.14,VALEM515,348300,0.03,0,49.36,0.1,110200,0.12,100,600,0.1,1400,0.13,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,63.227,VALEM515,348300,0.03,0,49.36,0.1,110200,0.12,100,700,0.1,1400,0.13,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,64.04,VALEB595,357400,0.13,1,57.36,0.48,306800,0.58,100,15800,0.5,200,0.58,200,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,65.976,VALEA565,886300,0.03,1,54.36,0.35,2760400,0.56,2800,10300,0.31,500,0.56,400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,67.983,VALEA565,886300,0.03,1,54.36,0.35,2760400,0.54,1800,12100,0.31,500,0.56,1400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,68.219,VALEA565,886300,0.03,1,54.36,0.35,2760400,0.65,100,12200,0.31,500,0.66,1400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,68.553,VALEM494,213600,0.03,0,49.11,0.09,115800,0.11,100,35100,0.08,3100,0.12,6500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,69.9,VALEB585,603200,0.13,1,56.36,0.67,596000,0.59,1400,8900,0.52,400,0.59,100,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,75.154,VALEM515,348300,0.03,0,49.36,0.1,110200,0.12,200,900,0.11,100,0.13,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,75.602,VALEA565,886300,0.03,1,54.36,0.35,2760400,0.55,2800,15000,0.34,500,0.55,100,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,76.462,VALEM515,348300,0.03,0,49.36,0.1,110200,0.11,100,1000,0.1,1400,0.13,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,76.706,VALEA565,886300,0.03,1,54.36,0.35,2760400,0.55,1000,16000,0.34,500,0.55,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,80.649,VALEM59,2715200,0.03,0,50.86,0.26,512400,0.28,100,100,0.26,200,0.3,400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,84.383,VALEM59,2715200,0.03,0,50.86,0.26,512400,0.28,100,200,0.26,200,0.3,400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,89.299,VALEA565,886300,0.03,1,54.36,0.35,2760400,0.55,100,16100,0.54,20000,0.61,1400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,95.644,VALEM494,213600,0.03,0,49.11,0.09,115800,0.06,100,35200,0.03,300,0.09,3500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,95.737,VALEM515,348300,0.03,0,49.36,0.1,110200,0.04,100,1100,0.04,1400,0.1,100,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,98.195,VALEB580,132900,0.13,1,55.86,0.83,1296600,0.81,100,100,0.8,3000,0.87,7300,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,99.969,VALEM494,213600,0.03,0,49.11,0.09,115800,0.1,3000,38200,0.1,100,0.16,4600,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,100.965,VALEM484,322100,0.03,0,48.11,0.05,61400,0.08,3900,3900,0.01,42000,0.16,400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,102.131,VALEM494,213600,0.03,0,49.11,0.09,115800,0.09,100,38300,0.07,3500,0.16,4600,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,107.008,VALEM505,310200,0.03,0,48.36,0.06,60200,0.1,500,500,0.03,6000,0.16,600,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,107.151,VALEM484,322100,0.03,0,48.11,0.05,61400,0.1,500,4400,0.1,1600,0.16,400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,109.926,VALEB580,132900,0.13,1,55.86,0.83,1296600,0.67,1000,1100,0.52,200,0.68,6300,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,110.34,VALEM494,213600,0.03,0,49.11,0.09,115800,0.1,3600,41900,0.09,3500,0.16,4600,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,110.809,VALEN675,30700,0.13,0,65.36,11.71,31400,11.2,500,500,11.2,0,0,0,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,110.855,VALEM484,322100,0.03,0,48.11,0.05,61400,0.1,100,4500,0.01,42300,0.1,200,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,111.34,VALEM505,310200,0.03,0,48.36,0.06,60200,0.1,100,600,0.03,6000,0.1,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,112.889,VALEB585,603200,0.13,1,56.36,0.67,596000,0.59,100,9000,0.52,400,1.95,700,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,115.008,VALEM484,322100,0.03,0,48.11,0.05,61400,0.09,100,4600,0.07,2000,0.11,300,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,119.791,VALEM494,213600,0.03,0,49.11,0.09,115800,0.1,3100,45000,0.09,3600,0.16,4600,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,120.259,VALEM494,213600,0.03,0,49.11,0.09,115800,0.07,1000,46000,0.05,3500,0.1,11900,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,120.422,VALEM494,213600,0.03,0,49.11,0.09,115800,0.08,1000,47000,0.07,2900,0.1,11900,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,120.814,VALEM484,322100,0.03,0,48.11,0.05,61400,0.1,100,4700,0.09,2000,0.16,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,120.873,VALEB580,132900,0.13,1,55.86,0.83,1296600,0.67,7400,8500,0.52,200,1.3,7500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,123.9,VALEM505,310200,0.03,0,48.36,0.06,60200,0.1,100,700,0.03,6000,0.16,300,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,129.018,VALEB580,132900,0.13,1,55.86,0.83,1296600,0.68,5000,13500,0.52,200,0.68,2300,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,132.782,VALEM484,322100,0.03,0,48.11,0.05,61400,0.08,100,4800,0.05,2000,0.09,300,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,141.91,VALEM484,322100,0.03,0,48.11,0.05,61400,0.08,100,4900,0.01,42300,0.08,24900,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,142.765,VALEB580,132900,0.13,1,55.86,0.83,1296600,0.79,6500,20000,0.52,200,1.3,300,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,147.387,VALEA565,886300,0.03,1,54.36,0.35,2760400,0.63,200,16300,0.55,1000,0.65,29400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,149.875,VALEB580,132900,0.13,1,55.86,0.83,1296600,0.61,100,20100,0.52,200,1.3,300,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,150.581,VALEA565,886300,0.03,1,54.36,0.35,2760400,0.63,2200,18500,0.55,1000,0.64,1400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,161.169,VALEB580,132900,0.13,1,55.86,0.83,1296600,0.61,100,20200,0.52,200,1.29,100,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,165.187,VALEA55,392500,0.03,1,52.86,0.86,1587600,1.5,15800,15800,1.18,300,1.51,800,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,166.986,VALEM570,1765300,0.03,0,54.86,2.31,982400,1.76,500,500,0.91,1000,1.76,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,168.538,VALEM515,348300,0.03,0,49.36,0.1,110200,0.11,100,1200,0.09,1400,0.13,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,170.627,VALEA565,886300,0.03,1,54.36,0.35,2760400,0.65,30800,49300,0.57,10000,0.66,1400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,179.823,VALEB565,281300,0.13,1,54.36,1.32,501400,1.36,500,500,1.14,200,1.39,4700,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,179.849,VALEB570,239200,0.13,1,54.86,1.12,348700,1.35,100,100,1.14,100,1.92,1700,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,179.874,VALEB560,295000,0.13,1,53.86,1.53,437000,2,500,500,2,29200,2.5,200,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,179.935,VALEB565,281300,0.13,1,54.36,1.32,501400,2.09,100,600,1.22,100,2.09,6100,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,184.814,VALEA595,2280500,0.03,1,57.36,0.07,1496700,0.15,100,100,0.07,18700,0.16,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,184.947,VALEA600,4756200,0.03,1,57.86,0.06,704700,0.08,300,300,0.07,4600,0.08,4600,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,185.083,VALEB615,518500,0.13,1,59.36,0.24,169800,0.44,5500,5500,0.24,400,0.45,200,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,185.69,VALEA555,528900,0.03,1,53.36,0.67,2543500,1.35,100,100,1.08,100,1.45,200,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,185.765,VALEA600,4756200,0.03,1,57.86,0.06,704700,0.08,300,600,0.07,4600,0.08,4300,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,186.565,VALEA600,4756200,0.03,1,57.86,0.06,704700,0.08,300,900,0.07,4600,0.08,4000,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,187.766,VALEA600,4756200,0.03,1,57.86,0.06,704700,0.08,300,1200,0.07,4600,0.08,3700,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,188.421,VALEB615,518500,0.13,1,59.36,0.24,169800,0.43,100,5600,0.24,400,0.45,200,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,188.809,VALEA600,4756200,0.03,1,57.86,0.06,704700,0.08,300,1500,0.07,4600,0.08,3400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,189.621,VALEA595,2280500,0.03,1,57.36,0.07,1496700,0.15,18600,18700,0.14,18600,0.16,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,189.808,VALEA600,4756200,0.03,1,57.86,0.06,704700,0.08,300,1800,0.07,4600,0.08,2500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,191.183,VALEA590,2689100,0.03,1,56.86,0.08,4273200,0.14,1600,1600,0.13,51600,0.16,1900,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,191.422,VALEA600,4756200,0.03,1,57.86,0.06,704700,0.08,300,2100,0.07,4600,0.08,2200,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,192.195,VALEA675,3556900,0.03,1,65.36,0.01,45100,0.01,5000,5000,0.01,500,0.01,19500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,192.26,VALEA600,4756200,0.03,1,57.86,0.06,704700,0.08,300,2400,0.07,4600,0.08,1900,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,193.094,VALEA600,4756200,0.03,1,57.86,0.06,704700,0.08,300,2700,0.07,4600,0.08,1600,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,193.73,VALEA58,4499400,0.03,1,55.86,0.13,3103500,0.24,800,800,0.22,1800,0.25,10000,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,193.919,VALEB590,220900,0.13,1,56.86,0.59,201600,0.65,3000,3000,0.58,100,0.65,1800,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,194.186,VALEA600,4756200,0.03,1,57.86,0.06,704700,0.08,300,3000,0.07,4600,0.08,1300,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,194.669,VALEA675,3556900,0.03,1,65.36,0.01,45100,0.01,5000,10000,0.01,500,0.01,14500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,195.632,VALEA600,4756200,0.03,1,57.86,0.06,704700,0.08,300,3300,0.07,4600,0.08,1000,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,195.906,VALEA640,4192300,0.03,1,61.86,0.01,237500,0.02,11500,11500,0.02,23100,0.03,190700,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,196.261,VALEA595,2280500,0.03,1,57.36,0.07,1496700,0.14,17000,35700,0.14,1800,0.16,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,197.179,VALEA595,2280500,0.03,1,57.36,0.07,1496700,0.15,100,35800,0.07,600,0.15,26000,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,199.825,VALEA590,2689100,0.03,1,56.86,0.08,4273200,0.14,1600,3200,0.13,51600,0.16,1900,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,200.851,VALEB565,281300,0.13,1,54.36,1.32,501400,1.43,5200,5800,1.31,300,2.1,2000,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,203.53,VALEA590,2689100,0.03,1,56.86,0.08,4273200,0.14,40000,43200,0.14,12500,0.16,1900,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,203.53,VALEA595,2280500,0.03,1,57.36,0.07,1496700,0.15,100,35900,0.07,100,0.16,17500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,203.93,VALEA590,2689100,0.03,1,56.86,0.08,4273200,0.14,12000,55200,0.13,51600,0.16,1900,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,205.598,VALEM515,348300,0.03,0,49.36,0.1,110200,0.12,200,1400,0.1,1500,0.13,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,205.821,VALEA58,4499400,0.03,1,55.86,0.13,3103500,0.25,10000,10800,0.23,2000,0.28,400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,206.09,VALEA595,2280500,0.03,1,57.36,0.07,1496700,0.14,10000,45900,0.14,5900,0.16,17500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,207.015,VALEM515,348300,0.03,0,49.36,0.1,110200,0.09,1500,2900,0.08,1400,0.11,800,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,208.536,VALEB565,281300,0.13,1,54.36,1.32,501400,1.49,5100,10900,1.31,300,2.1,2000,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,209.386,VALEB590,220900,0.13,1,56.86,0.59,201600,0.66,100,3100,0.65,5000,0.67,2800,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,212.22,VALEA560,1346000,0.03,1,53.86,0.45,4883000,0.9,1000,1000,0.71,2000,0.94,2100,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,214.905,VALEA590,2689100,0.03,1,56.86,0.08,4273200,0.14,1700,56900,0.13,51600,0.16,1900,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,215.397,VALEB565,281300,0.13,1,54.36,1.32,501400,1.4,100,11000,1.31,300,1.62,4800,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,216.885,VALEA570,1816000,0.03,1,54.86,0.24,3788700,0.45,500,500,0.39,9500,0.46,2600,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,218.982,VALEA595,2280500,0.03,1,57.36,0.07,1496700,0.13,10000,55900,0.13,8600,0.15,30500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,219.808,VALEM59,2715200,0.03,0,50.86,0.26,512400,0.19,200,400,0.18,1300,0.3,400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,220.593,VALEM515,348300,0.03,0,49.36,0.1,110200,0.12,100,3000,0.11,100,0.13,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,221.965,VALEM525,1729300,0.03,0,50.36,0.18,423300,0.14,100,100,0.1,500,0.14,1400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,222.211,VALEM515,348300,0.03,0,49.36,0.1,110200,0.11,100,3100,0.1,1400,0.12,100,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,222.62,VALEA605,2730300,0.03,1,58.36,0.05,866000,0.05,9600,9600,0.05,47900,0.06,9900,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,224.145,VALEM515,348300,0.03,0,49.36,0.1,110200,0.09,1500,4600,0.04,100,0.13,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,224.669,VALEM59,2715200,0.03,0,50.86,0.26,512400,0.18,1300,1700,0.17,200,0.3,400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,225.18,VALEA605,2730300,0.03,1,58.36,0.05,866000,0.06,9900,19500,0.05,47900,0.07,6200,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,226.383,VALEA595,2280500,0.03,1,57.36,0.07,1496700,0.15,100,56000,0.07,100,0.16,17500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,228.003,VALEM515,348300,0.03,0,49.36,0.1,110200,0.12,100,4700,0.09,1400,0.13,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,228.003,VALEM515,348300,0.03,0,49.36,0.1,110200,0.13,100,4800,0.09,1400,0.13,400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,228.169,VALEM520,371700,0.03,0,49.86,0.13,114500,0.13,100,100,0.1,3500,0.13,900,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,228.898,VALEA595,2280500,0.03,1,57.36,0.07,1496700,0.1,100,56100,0.07,600,0.12,18600,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,229.668,VALEA640,4192300,0.03,1,61.86,0.01,237500,0.02,11000,22500,0.01,352200,0.03,190700,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,229.906,VALEA595,2280500,0.03,1,57.36,0.07,1496700,0.13,100,56200,0.07,600,0.13,34900,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,230.686,VALEB600,986400,0.13,1,57.86,0.42,1603600,0.64,5400,5400,0.63,5500,0.9,5100,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,231.494,VALEB565,281300,0.13,1,54.36,1.32,501400,1.45,100,11100,1.31,300,1.51,4800,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,231.702,VALEA595,2280500,0.03,1,57.36,0.07,1496700,0.12,10000,66200,0.07,600,0.12,8700,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,233.878,VALEM515,348300,0.03,0,49.36,0.1,110200,0.1,3000,7800,0.04,1400,0.13,500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,233.887,VALEB600,986400,0.13,1,57.86,0.42,1603600,0.63,5500,10900,0.62,2400,0.9,5100,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,234.047,VALEA595,2280500,0.03,1,57.36,0.07,1496700,0.13,17000,83200,0.13,1600,0.16,17500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,235.38,VALEM494,213600,0.03,0,49.11,0.09,115800,0.07,100,47100,0.06,100,0.07,900,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,238.62,VALEA595,2280500,0.03,1,57.36,0.07,1496700,0.13,17000,100200,0.13,1600,0.16,17500,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,240.258,VALEA62,3211600,0.03,1,59.86,0.03,259900,0.03,300,300,0.03,181300,0.04,97300,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,240.557,VALEM515,348300,0.03,0,49.36,0.1,110200,0.11,100,7900,0.09,1400,0.12,100,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,244.302,VALEA595,2280500,0.03,1,57.36,0.07,1496700,0.12,10000,110200,0.07,600,0.12,8100,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,244.547,VALEM510,632500,0.03,0,48.86,0.08,249900,0.03,300,600,0.03,200,0.09,400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,245.37,VALEM595,1693000,0.03,0,57.36,4.69,108800,3.64,100,200,3.63,100,4.2,100,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,245.86,VALEM515,348300,0.03,0,49.36,0.1,110200,0.13,100,8000,0.04,1400,0.13,400,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,246.032,VALEM520,371700,0.03,0,49.86,0.13,114500,0.13,100,200,0.1,3500,0.13,800,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,247.266,VALEM493,201200,0.03,0,47.11,0.03,14500,0.11,100,300,0.01,3400,0.23,50000,53.24,0,0,53.24,500,53.5,100,0.332757
20250106,251.757,VALEA62,3211600,0.03,1,59.86,0.03,259900,0.04,300,600,0.03,181300,0.04,97000,53.24,0,0,53.24,500,53.5,100,0.332757
